,description,disease,is_original
849,maumihivu ya kichwa,Typhoid,False
850,maumivu ya kichwa,Typhoid,True
851,maumivu ye kichwa,Typhoid,False
852,maumifu ya ichwa,Typhoid,False
853,mu ya kychwa,Typhoid,False
854,maumivu ya kichwma,Typhoid,False
855,nausea,Typhoid,True
856,nauusea,Typhoid,False
857,kichevuchefu,Typhoid,False
858,kishefuchefu,Typhoid,False
859,cichefuchefu,Typhoid,False
860,kichefuchefu,Typhoid,True
861,constipation,Typhoid,True
862,kukosa shoo,Typhoid,False
863,kukosa choo,Typhoid,True
864,kukosa ch,Typhoid,False
865,abdominal pain,Typhoid,True
866,abdominominal pain,Typhoid,False
867,maumivu ya tumbo,Typhoid,True
868,mnumivu yaa tumbo,Typhoid,False
869,mvu ya tumbo,Typhoid,False
870,maumivu ya tumbhumbo,Typhoid,False
871,diarrhoea,Typhoid,True
872,dyarrhoea,Typhoid,False
873,diarrhooea,Typhoid,False
874,cuharisha,Typhoid,False
875,kwharisha,Typhoid,False
876,kuharisha,Typhoid,True
877,kuhareesha,Typhoid,False
878,belly pain,Typhoid,True
879,maumivu ya tumbmbo,Typhoid,False
880,maumeevu ya tumbo,Typhoid,False
881,maumaaumivu ya tumbo,Typhoid,False
882,mu ya tumbo,Typhoid,False
883,maumivu ya tumbo,Typhoid,True
884,maumivu ya tumbouo,Typhoid,False
885,maumivu ya dumbo,Typhoid,False
886,chills,Typhoid,True
887,shills,Typhoid,False
888,chylls,Typhoid,False
889,bharidi kali,Typhoid,False
890,baridi kali,Typhoid,True
891,baridi koli,Typhoid,False
892,vometing,Typhoid,False
893,vombiting,Typhoid,False
894,vomitinmg,Typhoid,False
895,vomiting,Typhoid,True
896,kwtapika,Typhoid,False
897,kutepika,Typhoid,False
898,kutapika,Typhoid,True
899,fatigue,Typhoid,True
900,uchavu,Typhoid,False
901,ushovu,Typhoid,False
902,uchovu,Typhoid,True
903,high feve,Typhoid,False
904,high faver,Typhoid,False
905,higah fever,Typhoid,False
906,high fever,Typhoid,True
907,hi fever,Typhoid,False
908,high fiver,Typhoid,False
909,hoi kali,Typhoid,False
910,hooma kali,Typhoid,False
911,homa kali,Typhoid,True
912,headache,Typhoid,True
913,heaadache,Typhoid,False
914,maumivu ya kichwa,Typhoid,True
915,nausea,Typhoid,True
916,naushsea,Typhoid,False
917,nausee,Typhoid,False
918,kichefuchefu,Typhoid,True
919,coonstipation,Typhoid,False
920,constipation,Typhoid,True
921,kukohukosa choo,Typhoid,False
922,kukosa ch,Typhoid,False
923,kukosa choo,Typhoid,True
924,abdominal payn,Typhoid,False
925,abdominal painn,Typhoid,False
926,abdomenal pain,Typhoid,False
927,abdoeominal pain,Typhoid,False
928,abdominal pain,Typhoid,True
929,abtominal pain,Typhoid,False
930,maumivu ya tumbabo,Typhoid,False
931,maumivhu ya tumbo,Typhoid,False
932,maumivu ya tumba,Typhoid,False
933,maumivu ya tumbo,Typhoid,True
934,mmaumivu ya tumvo,Typhoid,False
935,maumivu ya dumbo,Typhoid,False
936,diarrhoaa,Typhoid,False
937,diarrhaea,Typhoid,False
938,diaehoea,Typhoid,False
939,diarrhoea,Typhoid,True
940,kuharisya,Typhoid,False
941,kuharisha,Typhoid,True
942,toic look (typhos),Typhoid,False
943,toxic look (typhos),Typhoid,True
944,mwonekano wa sumu (typhos),Typhoid,False
945,muoonekano wa sumu (typhos),Typhoid,False
946,muonekano wa sumu (typhhos),Typhoid,False
947,muoneuonekano wa sumu (typhos),Typhoid,False
948,muonekano wa sumu (typhos),Typhoid,True
949,muonnekano wa sumu (typhos),Typhoid,False
950,cheells,Typhoid,False
951,chills,Typhoid,True
952,bnaridi kali,Typhoid,False
953,baridi kali,Typhoid,True
954,baridi cali,Typhoid,False
955,vomitimiting,Typhoid,False
956,vomyting,Typhoid,False
957,vomiting,Typhoid,True
958,vomitihing,Typhoid,False
959,kwtapika,Typhoid,False
960,kutabika,Typhoid,False
961,kutapika,Typhoid,True
962,kuapika,Typhoid,False
963,fatie,Typhoid,False
964,fatigue,Typhoid,True
965,faugue,Typhoid,False
966,uuchovu,Typhoid,False
967,wchovu,Typhoid,False
968,uchofu,Typhoid,False
969,uchovu,Typhoid,True
970,uchouvu,Typhoid,False
971,hig fever,Typhoid,False
972,high fever,Typhoid,True
973,homma kali,Typhoid,False
974,hooma kali,Typhoid,False
975,hona kalee,Typhoid,False
976,homa kali,Typhoid,True
977,hhadache,Typhoid,False
978,headache,Typhoid,True
979,maumivhu ya kichwa,Typhoid,False
980,maumifu ya kechwa,Typhoid,False
981,maumivu ya kichwa,Typhoid,True
982,maumivu ye kichwa,Typhoid,False
983,mawmivu ya kicwa,Typhoid,False
984,maumivu ya kechwa,Typhoid,False
985,nausea,Typhoid,True
986,nawsea,Typhoid,False
987,cchefuchefu,Typhoid,False
988,kichefuchefu,Typhoid,True
989,kichu,Typhoid,False
990,constipationotion,Typhoid,False
991,constipation,Typhoid,True
992,constiption,Typhoid,False
993,kukosa shoo,Typhoid,False
994,kukosa choo,Typhoid,True
995,kokosa choo,Typhoid,False
996,kukosa choho,Typhoid,False
997,abdomin pain,Typhoid,False
998,abdominal pain,Typhoid,True
999,abdnbdominal pain,Typhoid,False
1000,maumivu ya tumbo,Typhoid,True
1001,maumeevu ya tumbo,Typhoid,False
1002,maumyvu ya tumbo,Typhoid,False
1003,mauvu ya tumbo,Typhoid,False
1004,dirrhoea,Typhoid,False
1005,diarrhoea,Typhoid,True
1006,diarrhomrhoea,Typhoid,False
1007,uharisha,Typhoid,False
1008,kuharisha,Typhoid,True
1009,kuharisnrisha,Typhoid,False
1010,toxic look (dyphos),Typhoid,False
1011,toxic look (typhos),Typhoid,True
1012,tc look (typhos),Typhoid,False
1013,toxieic look (typhos),Typhoid,False
1014,doxic look (typhos),Typhoid,False
1015,tooc look (typhos),Typhoid,False
1016,muonecano wa sumu (typhos),Typhoid,False
1017,muonekano wa sumu (typhos),Typhoid,True
1018,mooonekano wa sumamu (typhos),Typhoid,False
1019,belly paeen,Typhoid,False
1020,belly pain,Typhoid,True
1021,maumivu ya tumbo,Typhoid,True
1022,maumivu ya tumbio,Typhoid,False
1023,maumivu ya twmbo,Typhoid,False
1024,maumivu ya tunumbo,Typhoid,False
1025,chills,Typhoid,True
1026,cnlls,Typhoid,False
1027,baoaridi kali,Typhoid,False
1028,baridi kaali,Typhoid,False
1029,bridi kali,Typhoid,False
1030,baridi kali,Typhoid,True
1031,vomithing,Typhoid,False
1032,vomitinng,Typhoid,False
1033,vomiting,Typhoid,True
1034,kutapmapika,Typhoid,False
1035,kuka,Typhoid,False
1036,kutapika,Typhoid,True
1037,fateegue,Typhoid,False
1038,fatigue,Typhoid,True
1039,fatygue,Typhoid,False
1040,uchovhu,Typhoid,False
1041,uachovu,Typhoid,False
1042,uchovu,Typhoid,True
1043,hh fever,Typhoid,False
1044,high feve,Typhoid,False
1045,highi fever,Typhoid,False
1046,high fever,Typhoid,True
1047,homa cali,Typhoid,False
1048,homa kali,Typhoid,True
1049,homa ka,Typhoid,False
1050,hedache,Typhoid,False
1051,headache,Typhoid,True
1052,maumeevu ya kishwa,Typhoid,False
1053,maumivu ya kichwa,Typhoid,True
1054,nusea,Typhoid,False
1055,nausea,Typhoid,True
1056,nau,Typhoid,False
1057,naoosea,Typhoid,False
1058,kichefumchefu,Typhoid,False
1059,kichefuchefu,Typhoid,True
1060,kichifuchefu,Typhoid,False
1061,coonstipation,Typhoid,False
1062,constypation,Typhoid,False
1063,constipation,Typhoid,True
1064,constipetion,Typhoid,False
1065,kukosa choo,Typhoid,True
1066,ukosa chao,Typhoid,False
1067,abdominal painn,Typhoid,False
1068,abdomenal pain,Typhoid,False
1069,abdominal paeen,Typhoid,False
1070,abdomminal pain,Typhoid,False
1071,abdominal pain,Typhoid,True
1072,maumivu ya tumbho,Typhoid,False
1073,mumivu ya tumboo,Typhoid,False
1074,maumivu ya tumba,Typhoid,False
1075,maumivu ye tumbo,Typhoid,False
1076,maumivu ya tumbo,Typhoid,True
1077,maue ya tumbo,Typhoid,False
1078,diarrhoaa,Typhoid,False
1079,diarrhoea,Typhoid,True
1080,kuharishnisha,Typhoid,False
1081,kuhrisha,Typhoid,False
1082,kuharisha,Typhoid,True
1083,toxic look (tymtyphos),Typhoid,False
1084,toxeec look (typhos),Typhoid,False
1085,toxic look (tyoos),Typhoid,False
1086,toxic look (typhos),Typhoid,True
1087,muonekano wa sumu (ta),Typhoid,False
1088,muonao wa sumu (typhos),Typhoid,False
1089,mmuonekano wa sumu (typhos),Typhoid,False
1090,muonekano wa sumu (typhos),Typhoid,True
1091,bellhelly pain,Typhoid,False
1092,belly pain,Typhoid,True
1093,maumivu ya tumbo,Typhoid,True
1094,maumivu ya tumbmbo,Typhoid,False
1095,maaumivu ya tumbo,Typhoid,False
1096,maumivu ya twmbo,Typhoid,False
1097,cls,Typhoid,False
1098,chills,Typhoid,True
1099,chu,Typhoid,False
1100,kyills,Typhoid,False
1101,baridi kaly,Typhoid,False
1102,bharidi kali,Typhoid,False
1103,baridi kali,Typhoid,True
1104,bariridi kali,Typhoid,False
1105,fatiguie,Typhoid,False
1106,fatigue,Typhoid,True
1107,fatiguiigue,Typhoid,False
1108,ucichovu,Typhoid,False
1109,uchovu,Typhoid,True
1110,high phever,Typhoid,False
1111,high fevr,Typhoid,False
1112,hegh fever,Typhoid,False
1113,high fever,Typhoid,True
1114,hig f,Typhoid,False
1115,homa kalee,Typhoid,False
1116,hoa kali,Typhoid,False
1117,homa kali,Typhoid,True
1118,headache,Typhoid,True
1119,headashe,Typhoid,False
1120,maumibu ya kichwa,Typhoid,False
1121,maumivu ya kichwa,Typhoid,True
1122,maumeu ya kichwa,Typhoid,False
1123,maumivu ya kichwaa,Typhoid,False
1124,nausea,Typhoid,True
1125,naausea,Typhoid,False
1126,nausiea,Typhoid,False
1127,kichefuchefu,Typhoid,True
1128,constipation,Typhoid,True
1129,consteepation,Typhoid,False
1130,kukosa chooo,Typhoid,False
1131,kukosa choo,Typhoid,True
1132,chukosa choo,Typhoid,False
1133,kukosa chouo,Typhoid,False
1134,abdominal payn,Typhoid,False
1135,abdominal painin,Typhoid,False
1136,abdominal phin,Typhoid,False
1137,abdominal pain,Typhoid,True
1138,abdominainal pain,Typhoid,False
1139,abhdominal pain,Typhoid,False
1140,maumivu ya tumbo,Typhoid,True
1141,maumivu ya tumvo,Typhoid,False
1142,maumivu yaa tumbo,Typhoid,False
1143,maumivaivu ya tumbo,Typhoid,False
1144,diahiarrhoea,Typhoid,False
1145,diarrhoea,Typhoid,True
1146,diarrhonea,Typhoid,False
1147,dhiarrhoea,Typhoid,False
1148,kuherisha,Typhoid,False
1149,kuharisha,Typhoid,True
1150,toxic look (tms),Typhoid,False
1151,toxic look (typhos),Typhoid,True
1152,toxic looch (typhos),Typhoid,False
1153,toxic look (yphos),Typhoid,False
1154,toxic look (typhous),Typhoid,False
1155,muonekano wa sum (typhos),Typhoid,False
1156,muoonekano wa sumbu (typhos),Typhoid,False
1157,muonekano wa sumu (typhos),Typhoid,True
1158,muonekano wa smu (typhos),Typhoid,False
1159,muonekano wa snmu (typhos),Typhoid,False
1160,pelly pain,Typhoid,False
1161,belly pain,Typhoid,True
1162,maumimaumivu ya tumbo,Typhoid,False
1163,maumivu ya tumboaumbo,Typhoid,False
1164,maummvu ya tumbo,Typhoid,False
1165,maumivuemivu ya tumbo,Typhoid,False
1166,maumivu ya tumbo,Typhoid,True
1167,burning micturition,UTI,True
1168,hisi ya moto wakoakati wa kukojoaijoa,UTI,False
1169,hisi ya moto wakati wa kukojonjoa,UTI,False
1170,hisi ya mmto wakati wa kukojoa,UTI,False
1171,hisi ya moto wakati wa kukojoa,UTI,True
1172,hisi ya moto waati wa kukojoa,UTI,False
1173,hisi ya moto wakati wa kunoa,UTI,False
1174,bladder discomfort,UTI,True
1175,bladder discoomfort,UTI,False
1176,bladdar discomfort,UTI,False
1177,usumbufu wa kibhofu,UTI,False
1178,usumbufu wa kibafu,UTI,False
1179,usumbuvu wa kibofu,UTI,False
1180,usumbufu wa kibofu,UTI,True
1181,foumul smell of urinerine,UTI,False
1182,foul smell oof urine,UTI,False
1183,foul smelmmell of urmne,UTI,False
1184,foul sl of urine,UTI,False
1185,foul smell of urine,UTI,True
1186,harufu mbaya ya mkoj,UTI,False
1187,harufu mbaya ya mkoujo,UTI,False
1188,harufu mbaya ya mkojo,UTI,True
1189,harupu mbaaya ya mkojo,UTI,False
1190,harufu mbaya ya mkonjo,UTI,False
1191,haarufu mbaya ya mkojo,UTI,False
1192,harufu mvaya ya mkojo,UTI,False
1193,continuuous feel of urine,UTI,False
1194,cus feel op urine,UTI,False
1195,continuous feel of urinne,UTI,False
1196,countinuous feel of urine,UTI,False
1197,continuous feel of urine,UTI,True
1198,hisia ya haja ntogo ki wakati,UTI,False
1199,hisia ya haja nogo cla wakati,UTI,False
1200,hisia ya haja ndogo ka wakati,UTI,False
1201,hisia ya haja ndogo kila wakati,UTI,True
1202,hisia ya haja nndogo kila wakati,UTI,False
1203,hisia ye haja ndogo kila wakati,UTI,False
1204,burneng micturition,UTI,False
1205,burnying micturition,UTI,False
1206,burning micturitiony,UTI,False
1207,burning micturition,UTI,True
1208,burnurning micturition,UTI,False
1209,hisi ya mooto wakati wa kukojoa,UTI,False
1210,hisi yaa moto wakati wa kukojoa,UTI,False
1211,hisi ya noto wakati wa kukojoa,UTI,False
1212,hisi ya moto wakate wa kukojoa,UTI,False
1213,hnsi ya moto wakati wa kukojoa,UTI,False
1214,hisi ya moto wakmkati wa kukojoa,UTI,False
1215,hisi ya moto wakati wa kukojoa,UTI,True
1216,hioisi ya moto wakati wa kukojoa,UTI,False
1217,bladnr discomfort,UTI,False
1218,bladder discomfort,UTI,True
1219,bladder discomfor,UTI,False
1220,usumbufu wa chbofu,UTI,False
1221,usumbufu wa kibofu,UTI,True
1222,foul smell of urine,UTI,True
1223,foul smell of urene,UTI,False
1224,harufu mbaya ya mmkojo,UTI,False
1225,harufu mbaya ya mkojo,UTI,True
1226,herufu mbaya ya mkojo,UTI,False
1227,haruffu mbayma ya mkojo,UTI,False
1228,continuous feel of urine,UTI,True
1229,conntinuous feel of wrine,UTI,False
1230,continuous feel of umne,UTI,False
1231,hisia ya haja ndogo kila wakati,UTI,True
1232,hnsia ya haja ndogo kila wkati,UTI,False
1233,hisia ya haja ndogo kila wacati,UTI,False
1234,bladder iscomfort,UTI,False
1235,bledder dyscomfort,UTI,False
1236,bladder discomfort,UTI,True
1237,bladder discomfor,UTI,False
1238,bladder dyscomfort,UTI,False
1239,usumbufu waa kibofu,UTI,False
1240,usumbufu wa chibofu,UTI,False
1241,usumbufu wa kibafu,UTI,False
1242,usumbufu wa kibofu,UTI,True
1243,foul smell of uriorine,UTI,False
1244,foul smell of urne,UTI,False
1245,foul smell of urine,UTI,True
1246,foul snell of urine,UTI,False
1247,harufu mbaya ya mmkojo,UTI,False
1248,harufu mbaya ya mkojo,UTI,True
1249,harufu mmbaya ya mkojo,UTI,False
1250,haruhu mbaya ya mkoj,UTI,False
1251,haarufu mbaya ya mkojo,UTI,False
1252,hariufu mbaya ya mkojo,UTI,False
1253,continuous feel oof urinie,UTI,False
1254,continuous fenel of urine,UTI,False
1255,continuous feeoel of urine,UTI,False
1256,continuous feel oof urine,UTI,False
1257,continuous feel of urine,UTI,True
1258,hisia ya haja nmogo kila wo,UTI,False
1259,hisia y haja ndogo kila wakati,UTI,False
1260,hisia ya haja ndogo kuila wakati,UTI,False
1261,hisia ya hja ndogo kila wakati,UTI,False
1262,hisia ya haja ndogo kila wakati,UTI,True
1263,hisia ya haja ndogo kila wakami,UTI,False
1264,hisia ya haja ndougo kila wakati,UTI,False
1265,hisia ya haja ndogo kila wekati,UTI,False
1266,hisuia ya haaa ndogo kila wakathi,UTI,False
1267,burnink micturition,UTI,False
1268,burning micturition,UTI,True
1269,purning micturition,UTI,False
1270,burning mictoorition,UTI,False
1271,hisi ya moto wakati wa kukojoa,UTI,True
1272,hisi ya moto wakaty wa kukojoa,UTI,False
1273,hisi ya moi wakatiikati wa kukojoa,UTI,False
1274,hisi ya moto wakati wa kukojekojoa,UTI,False
1275,foul smenl of urine,UTI,False
1276,faul smell of urine,UTI,False
1277,foul smell of urine,UTI,True
1278,foul smell oof urine,UTI,False
1279,harufu mbaya ya mkojo,UTI,True
1280,harufu mbaya ya mkojmjo,UTI,False
1281,hrufu mbaya ya mkojo,UTI,False
1282,continuuous feel of urine,UTI,False
1283,continwous feel of urine,UTI,False
1284,continuous feel of urinne,UTI,False
1285,continuous feele of urine,UTI,False
1286,condinuous feel of urine,UTI,False
1287,continuous feel of urine,UTI,True
1288,continuous fieel of urine,UTI,False
1289,hisia ya haja nydogo kila wakati,UTI,False
1290,hisia ya haja ndogo kila wakaai,UTI,False
1291,hisia ya haja ndogo kila wakati,UTI,True
1292,hiia ya haja ndogo kilu wakati,UTI,False
1293,hisia ya haja ndogo kyla wakati,UTI,False
1294,burning micturitian,UTI,False
1295,burning micturitiony,UTI,False
1296,burning micturition,UTI,True
1297,burning micturitioon,UTI,False
1298,hisi ya moto wakati wa kukojoa,UTI,True
1299,hisi ya mooto wakati wa kukomjoa,UTI,False
1300,hisi ya moo wakati wa kukojoa,UTI,False
1301,hisi ya moto wakati wa ukojoa,UTI,False
1302,bladder discomfort,UTI,True
1303,bladder discomfor,UTI,False
1304,usumbufu wa kibofw,UTI,False
1305,usumbufu wa keebofu,UTI,False
1306,usumbufu wa kibofu,UTI,True
1307,continwous feel of urine,UTI,False
1308,continuous feel of wrine,UTI,False
1309,continuous feel ouf urine,UTI,False
1310,countinuous fieel of urine,UTI,False
1311,continuous feel of urine,UTI,True
1312,continuous feel of oorine,UTI,False
1313,continuous feel oph urine,UTI,False
1314,hisia ya haja ngo kilaa wakati,UTI,False
1315,hhia ya haja ndogo kila wakati,UTI,False
1316,hysia ya haja ndogo kila wakati,UTI,False
1317,hisia ya haja ndhogo kila wakati,UTI,False
1318,hnia ya haja ndogo kila wakati,UTI,False
1319,hisia ya haja ndogo kila wakatieakati,UTI,False
1320,hisia ya haja ndogo kila wakati,UTI,True
1321,burning meecturition,UTI,False
1322,burning mycturition,UTI,False
1323,vurning micturition,UTI,False
1324,burning micturition,UTI,True
1325,burning mirition,UTI,False
1326,burning mhon,UTI,False
1327,hisi ya moto wakati wa kukomjoa,UTI,False
1328,hisi ya moto wakathi wa kuha,UTI,False
1329,hisi yaa moto wakati wa kukojoa,UTI,False
1330,heesi ya moto wakati wa kukojoa,UTI,False
1331,hisi ya moto wakati wa kukojoa,UTI,True
1332,blder discomfort,UTI,False
1333,bladder discomt,UTI,False
1334,blatder discomfort,UTI,False
1335,bladder discomfort,UTI,True
1336,bladder discomurt,UTI,False
1337,usummbufu wa kibofu,UTI,False
1338,usumbufu wa kibohbofu,UTI,False
1339,usumbuvu wa kibofu,UTI,False
1340,usumbufu wa kibofu,UTI,True
1341,foul smell oph urine,UTI,False
1342,foel smell of urine,UTI,False
1343,foul sme of urine,UTI,False
1344,foul smell of urine,UTI,True
1345,foul smehll of urine,UTI,False
1346,harufu mbaya ya mmkojo,UTI,False
1347,harufu mbaya ya mkojo,UTI,True
1348,harufu mbaya y mkojjo,UTI,False
1349,harufuorufu mbaya ya mkojo,UTI,False
1350,hrufu mbaya ye mkoa,UTI,False
1351,harufu mvaya ya mkojo,UTI,False
1352,harufu mbaya ya mchojo,UTI,False
1353,burneeng micturition,UTI,False
1354,burning mmicturition,UTI,False
1355,burning micthurition,UTI,False
1356,burning micturition,UTI,True
1357,burning micturitien,UTI,False
1358,hisi ya mo wakatee wa kukojoa,UTI,False
1359,hisi ya moto wkati wa kukojoa,UTI,False
1360,hisi ya moto wakati wa kjoa,UTI,False
1361,hisi ya moho wakati wa kukojoa,UTI,False
1362,hisi ya moto wakaty wa kukojoa,UTI,False
1363,hisi ya moto wakati wa kukojoa,UTI,True
1364,bldder discomfort,UTI,False
1365,bhladder discomfort,UTI,False
1366,pladder discomfort,UTI,False
1367,bladder discomfort,UTI,True
1368,bldder discamfort,UTI,False
1369,usumbu wa ibofu,UTI,False
1370,usumbufu wa kibnibofu,UTI,False
1371,usumbufu wa kibophu,UTI,False
1372,usumbufu wa kibofu,UTI,True
1373,foul smell of urinie,UTI,False
1374,fnl smell of urine,UTI,False
1375,foul smell of urini,UTI,False
1376,foueoul smmll of urini,UTI,False
1377,foul smell of urine,UTI,True
1378,haruu mbaya ya mkojo,UTI,False
1379,harufu mbya ya mkojo,UTI,False
1380,harufu mbaya ya mkojo,UTI,True
1381,harufu mbaya ya mchojo,UTI,False
1382,continuous fml of urine,UTI,False
1383,continuous feel of urine,UTI,True
1384,continuuous feel of urine,UTI,False
1385,continuoous feel of urine,UTI,False
1386,hisia ya haja ndogo kila wakateakati,UTI,False
1387,hisia ya haja ndogo kila wakati,UTI,True
1388,hisia ya haja nudogo kila wakati,UTI,False
1389,hisia ya hajja ndogo kila wakati,UTI,False
1390,hisia ya hajaea ndogndogo kila wakati,UTI,False
1391,hisie ya haja ndoogo kila wmati,UTI,False
1392,hisia ya haja nndogo kila wakati,UTI,False
1393,burning micturitiony,UTI,False
1394,burning micturition,UTI,True
1395,burning micdurition,UTI,False
1396,burning micturitiom,UTI,False
1397,hisi ya moto wkati wa kukojoa,UTI,False
1398,hii ya moto wakati wa cukojoa,UTI,False
1399,hisi ya moto wachati wa kokojoa,UTI,False
1400,hisi ya moto wakati wa kukoa,UTI,False
1401,hisi ya moto wakati wa kukojoa,UTI,True
